Slime ID, Wave Number, Fitness Pool, Min Path Distance To Sheep, Total Path Distance,Sheep Distance Fitness,Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Tower Attraction Gene, Tower Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Time Alive After Increased Alignment Strength,
164, 2, 0, 113.3441, 118.7366, 437.2767, 159,243,Blaster,Basic,0.55,0.55,0.35,0.35,-1.20452,2.248239,-0.7277766,0.3344331,1.761063,3.084218,-0.5522014,0.300361,0,
165, 2, 0, 113.6916, 118.0644, 435.9518, 224,299,Basic,Basic,0.55,0.55,0.35,0.35,-2.33649,2.141558,1.047199,0.7752924,1.854115,3.124586,-1.738612,0.2530794,0,
166, 2, 0, 109.0933, 114.3372, 454.1602, 35,201,Basic,Basic,0.55,0.55,0.35,0.35,2.292589,3.362252,-5.811054,0.02716944,1.595561,3.013919,-1.551081,0.2598091,0,
167, 2, 0, 133.9982, 140.1564, 370.3752, 31,166,Basic,Basic,0.55,0.55,0.35,0.35,-1.129816,2.257589,7.609424,6.909815,4.500354,4.5308,0.7790902,0.3683103,0,
168, 2, 0, 108.0195, 112.4923, 458.6335, 202,12,Basic,Basic,0.55,0.55,0.35,0.35,4.707367,6.040185,0.5689923,0.6206468,1.307282,2.896009,4.719831,0.680934,0,
169, 2, 0, 112.7966, 117.4689, 439.3806, 272,269,Laser,Basic,0.55,0.55,0.35,0.35,0.7878613,2.661008,0.3247611,0.5532482,-1.901861,1.931154,2.111198,0.4545559,0,
170, 2, 0, 124.7506, 130.5694, 397.6125, 281,45,Basic,Fire,0.55,0.55,0.35,0.35,-2.959227,2.10384,1.935925,1.1588,1.307282,2.896009,-1.53627,0.2603519,0,
171, 2, 0, 124.7054, 129.5553, 397.7553, 50,100,Basic,Shock,0.55,0.55,0.35,0.35,0.787255,2.660813,-6.025452,0.02441433,1.589586,3.011417,2.597998,0.4909983,0,
172, 2, 0, 111.1958, 116.504, 445.6494, 210,39,Shock,Basic,0.55,0.55,0.35,0.35,2.541013,3.531383,-0.5086322,0.3717211,1.092035,2.811674,0.6538293,0.3611753,0,
173, 2, 0, 132.5671, 138.2558, 374.3437, 173,235,Ice,Basic,0.55,0.55,0.35,0.35,-5.411068,2.030566,-1.616882,0.2170134,3.114127,3.732138,-1.367458,0.2666578,0,
174, 2, 0, 108.7395, 113.1432, 455.6244, 37,173,Basic,Basic,0.55,0.55,0.35,0.35,-2.820111,2.111287,-3.012568,0.1091887,1.477058,2.964756,-1.321632,0.2684078,0,
175, 2, 0, 120.5182, 126.0728, 411.4608, 210,222,Acid,Basic,0.55,0.55,0.35,0.35,-0.1492476,2.417862,2.3721,1.401614,7.039618,6.283154,-1.403237,0.2653028,0,
176, 2, 0, 127.4639, 132.6954, 389.2144, 172,270,Basic,Basic,0.55,0.55,0.35,0.35,-4.775848,2.041973,-2.582835,0.1350075,-2.77821,1.759547,-2.597273,0.225459,0,
177, 2, 0, 112.4853, 117.2888, 440.5858, 165,213,Basic,Basic,0.55,0.55,0.35,0.35,-0.5556695,2.342071,1.279531,0.8625573,1.411612,2.93802,-0.2304453,0.3152426,0,
178, 2, 0, 125.822, 130.7767, 394.2534, 33,139,Basic,Basic,0.55,0.55,0.35,0.35,-1.247544,2.243007,-2.247986,0.1592216,-2.101245,1.889233,4.392374,0.6484519,0,
179, 2, 0, 121.087, 126.6993, 409.5442, 223,99,Basic,Basic,0.55,0.55,0.35,0.35,0.614668,2.607508,-0.08805045,0.4547613,-1.445788,2.033923,-1.932791,0.2463846,0,
180, 2, 0, 130.9735, 137.0365, 378.8639, 100,90,Fire,Basic,0.55,0.55,0.35,0.35,3.194887,4.074449,-1.139977,0.2738511,-1.203058,2.092716,0.9352005,0.3774295,0,
181, 2, 0, 111.8757, 117.1995, 442.9653, 224,202,Basic,Blaster,0.55,0.55,0.35,0.35,2.027958,3.201535,-0.7029396,0.3384707,0.8789361,2.731244,4.938972,0.7032615,0,
182, 2, 0, 112.0105, 117.4599, 442.4366, 241,69,Basic,Shock,0.55,0.55,0.35,0.35,0.4296703,2.555026,-1.890452,0.1897966,0.04630153,2.445084,0.7516641,0.3667343,0,
183, 2, 0, 109.0711, 113.9531, 454.2519, 151,215,Laser,Basic,0.55,0.55,0.35,0.35,2.726717,3.670429,1.503553,0.9550281,3.45142,3.914139,1.381104,0.4048958,0,
184, 2, 0, 106.775, 111.5023, 463.9293, 287,234,Basic,Basic,0.55,0.55,0.35,0.35,-0.4426303,2.361674,-2.840842,0.1188619,4.500354,4.5308,2.74072,0.5021946,0,
185, 2, 0, 115.7069, 120.2878, 428.4238, 56,92,Basic,Basic,0.55,0.55,0.35,0.35,3.762109,4.681726,0.2413127,0.5318418,1.014259,2.781969,-1.630611,0.2569229,0,
186, 2, 0, 116.9367, 122.1795, 423.9562, 237,170,Basic,Basic,0.55,0.55,0.35,0.35,3.051205,3.941815,-0.3661605,0.3980744,-2.769256,1.761141,-0.4609703,0.3044859,0,
187, 2, 0, 130.2922, 136.0827, 380.83, 260,134,Basic,Acid,0.55,0.55,0.35,0.35,1.332095,2.860615,0.02508318,0.4799569,3.735483,4.073679,-6.126468,0.1540092,0,
188, 2, 0, 115.5226, 120.7028, 429.1014, 140,144,Basic,Basic,0.55,0.55,0.35,0.35,2.34128,3.393952,2.35882,1.393631,1.311849,2.897832,0.8212805,0.3707498,0,
189, 2, 0, 116.5052, 121.6185, 425.5131, 216,222,Basic,Basic,0.55,0.55,0.35,0.35,-6.435914,2.018319,2.3721,1.401614,7.039618,6.283154,1.310422,0.4003999,0,
190, 2, 0, 115.5034, 120.0946, 429.1721, 178,297,Basic,Basic,0.55,0.55,0.35,0.35,0.4341298,2.556237,-2.876511,0.1167854,0.8756568,2.73003,-1.794335,0.2511302,0,
191, 2, 0, 117.9228, 122.9962, 420.4408, 215,268,Shock,Basic,0.55,0.55,0.35,0.35,2.726717,3.670429,-2.083105,0.1726679,2.294401,3.323923,0.4467392,0.3497297,0,
192, 2, 0, 129.7884, 135.6717, 382.297, 254,36,Basic,Basic,0.55,0.55,0.35,0.35,2.065693,3.2233,-3.080811,0.1055645,2.593266,3.467144,-1.473514,0.2626704,0,
193, 2, 0, 120.2172, 125.049, 412.4828, 266,223,Basic,Fire,0.55,0.55,0.35,0.35,-0.5728572,2.339184,-1.115445,0.2771372,-1.178518,2.098825,-0.3866018,0.3079033,0,
194, 2, 0, 114.3023, 119.5343, 433.6429, 3,159,Basic,Basic,0.55,0.55,0.35,0.35,-0.338988,2.380618,-1.208737,0.2648413,-3.933211,1.578231,0.9055068,0.3756754,0,
195, 2, 0, 128.4023, 133.5655, 386.3918, 154,246,Basic,Basic,0.55,0.55,0.35,0.35,1.332095,2.860615,1.570055,0.9841401,4.595971,4.590659,-10.42812,0.1187773,0,
196, 2, 0, 113.2327, 117.7497, 437.7031, 207,139,Basic,Laser,0.55,0.55,0.35,0.35,-1.247544,2.243007,-2.178808,0.164733,-0.7275546,2.216665,1.973198,0.4447137,0,
197, 2, 0, 128.3433, 133.9413, 386.5681, 258,69,Basic,Basic,0.55,0.55,0.35,0.35,0.4296703,2.555026,-1.890452,0.1897966,4.871274,4.766199,0.7516641,0.3667343,0,
198, 2, 0, 129.34, 135.0013, 383.612, 180,220,Basic,Basic,0.55,0.55,0.35,0.35,1.2552,2.829231,-0.7195683,0.3357623,0.7968421,2.70106,0.3429285,0.3441541,0,
199, 2, 0, 118.6342, 123.3349, 417.9407, 173,40,Basic,Basic,0.55,0.55,0.35,0.35,0.7869608,2.660718,0.6327813,0.639475,1.169545,2.841682,-2.298872,0.2344884,0,
200, 2, 0, 118.2316, 122.9953, 419.3518, 125,225,Shock,Basic,0.55,0.55,0.35,0.35,1.060338,2.754573,1.180412,0.8242891,1.792047,3.097592,0.6317146,0.3599324,0,
201, 2, 0, 130.1877, 136.2312, 381.1334, 296,43,Basic,Basic,0.55,0.55,0.35,0.35,1.919686,3.141108,-0.2713234,0.4165999,1.929625,3.157794,0.01581417,0.3272755,0,
202, 2, 0, 128.0975, 132.9761, 387.304, 182,209,Basic,Basic,0.55,0.55,0.35,0.35,-3.653614,2.07347,-2.357066,0.1508978,7.039618,6.283154,-1.403237,0.2653028,0,
203, 2, 0, 111.7091, 116.2338, 443.6198, 168,257,Basic,Basic,0.55,0.55,0.35,0.35,1.806246,3.080907,1.869164,1.125038,7.039618,6.283154,-1.403237,0.2653028,0,
204, 2, 0, 135.2857, 141.1967, 366.8764, 36,239,Basic,Basic,0.55,0.55,0.35,0.35,1.482628,2.9254,6.410763,5.511657,-0.9155705,2.166229,2.213228,0.461971,0,
205, 2, 0, 127.4436, 133.2551, 389.276, 128,246,Basic,Basic,0.55,0.55,0.35,0.35,1.332095,2.860615,1.570055,0.9841401,4.595971,4.590659,-2.558635,0.2265956,0,
206, 2, 0, 118.435, 123.687, 418.6376, 234,159,Basic,Basic,0.55,0.55,0.35,0.35,-0.4426303,2.361674,-2.840842,0.1188619,2.030292,3.202693,0.9055068,0.3756754,0,
207, 2, 0, 113.6472, 118.6761, 436.1207, 33,144,Basic,Basic,0.55,0.55,0.35,0.35,2.34128,3.393952,2.35882,1.393631,1.311849,2.897832,-1.768188,0.252042,0,
208, 2, 0, 116.7525, 121.9533, 424.6194, 120,210,Blaster,Basic,0.55,0.55,0.35,0.35,0.3548415,2.53508,-0.9704719,0.2973525,3.308491,3.836024,-3.31552,0.2059884,0,
209, 2, 0, 116.9931, 121.8717, 423.7535, 54,161,Basic,Shock,0.55,0.55,0.35,0.35,-2.520039,2.129209,-0.9499766,0.3003234,1.761063,3.084218,1.429861,0.4080289,0,
210, 2, 0, 116.2451, 120.8369, 426.4571, 141,267,Basic,Basic,0.55,0.55,0.35,0.35,1.670827,3.013009,-1.537088,0.2256473,2.686878,3.513327,-1.907701,0.2472343,0,
211, 2, 0, 123.906, 128.6876, 400.3011, 46,281,Shock,Basic,0.55,0.55,0.35,0.35,2.036307,3.206319,-0.4508382,0.3822029,4.806063,4.724198,2.694481,0.4985418,0,
212, 2, 0, 130.5777, 135.6656, 380.0037, 147,217,Basic,Basic,0.55,0.55,0.35,0.35,-2.514884,2.129541,1.992233,1.187958,0.5164793,2.601279,-0.5970943,0.2983583,0,
213, 2, 0, 133.565, 138.7197, 371.5677, 33,166,Basic,Basic,0.55,0.55,0.35,0.35,-0.4426303,2.361674,7.609424,6.909815,4.500354,4.5308,0.06275648,0.3296341,0,
214, 2, 0, 132.322, 138.7514, 375.032, 298,222,Basic,Basic,0.55,0.55,0.35,0.35,-6.513711,2.017621,2.3721,1.401614,-0.9155705,2.166229,2.213228,0.461971,0,
215, 2, 0, 133.5553, 138.7559, 371.5944, 105,98,Basic,Basic,0.55,0.55,0.35,0.35,2.194138,3.300221,-4.415515,0.05444133,-6.728246,1.294636,3.389682,0.5560347,0,
216, 2, 0, 106.903, 111.3016, 463.3792, 164,268,Basic,Basic,0.55,0.55,0.35,0.35,-6.373242,2.018902,-2.083105,0.1726679,2.294401,3.323923,0.4467392,0.3497297,0,
217, 2, 0, 132.404, 137.7043, 374.8014, 217,221,Basic,Basic,0.55,0.55,0.35,0.35,0.8319912,2.675357,1.828466,1.104879,-2.623418,1.787549,0.8404905,0.3718667,0,
218, 2, 0, 125.5185, 130.4731, 395.1991, 239,267,Basic,Shock,0.55,0.55,0.35,0.35,1.670827,3.013009,1.460511,0.9365991,0.4655623,2.583698,2.630355,0.4935162,0,
219, 2, 0, 128.9026, 134.018, 384.9038, 211,27,Basic,Basic,0.55,0.55,0.35,0.35,-6.099298,2.021674,-2.178808,0.164733,-2.101245,1.889233,2.543927,0.4868172,0,
220, 2, 0, 130.6697, 136.6045, 379.7381, 170,118,Basic,Basic,0.55,0.55,0.35,0.35,0.787255,2.660813,0.2637392,0.5375167,-1.112139,2.115502,2.715965,0.500236,0,
221, 2, 0, 129.9938, 136.0555, 381.6975, 227,43,Basic,Laser,0.55,0.55,0.35,0.35,1.919686,3.141108,0.6552189,0.6462233,1.929625,3.157794,0.01581417,0.3272755,0,
222, 2, 0, 114.0883, 118.6315, 434.4489, 255,164,Basic,Basic,0.55,0.55,0.35,0.35,1.332095,2.860615,0.02508318,0.4799569,3.735483,4.073679,-3.973491,0.1906797,0,
223, 2, 0, 111.2256, 116.2637, 445.5313, 223,111,Basic,Basic,0.55,0.55,0.35,0.35,-0.3205966,2.38408,-3.807974,0.07362348,0.3636805,2.549011,0.6201513,0.3592844,0,
224, 2, 0, 129.5614, 134.8476, 382.9617, 164,145,Basic,Basic,0.55,0.55,0.35,0.35,2.263735,3.343789,-0.005789638,0.4729527,4.067296,4.267144,4.468632,0.6559195,0,
225, 2, 0, 114.3841, 119.7412, 433.3352, 213,246,Basic,Basic,0.55,0.55,0.35,0.35,1.581411,2.970437,1.570055,0.9841401,-1.206696,2.091813,-6.126468,0.1540092,0,
226, 2, 0, 126.5462, 132.1511, 392.015, 262,241,Basic,Basic,0.55,0.55,0.35,0.35,-1.904902,2.175412,0.6128715,0.6335419,1.7622,3.084707,-0.5333722,0.3012063,0,
227, 2, 0, 110.7587, 115.0163, 447.3926, 212,33,Basic,Basic,0.55,0.55,0.35,0.35,-0.5728572,2.339184,-1.342182,0.2481713,-0.2384614,2.357013,-4.04127,0.1892277,0,
228, 2, 0, 116.8883, 121.6321, 424.1304, 228,257,Basic,Basic,0.55,0.55,0.35,0.35,1.806246,3.080907,1.869164,1.125038,7.039618,6.283154,0.3090159,0.3423558,0,
229, 2, 0, 134.0695, 140.2937, 370.1799, 35,166,Basic,Basic,0.55,0.55,0.35,0.35,-0.4426303,2.361674,7.609424,6.909815,4.500354,4.5308,0.06275648,0.3296341,0,
230, 2, 0, 127.1999, 132.0978, 390.0159, 211,44,Basic,Basic,0.55,0.55,0.35,0.35,-0.9612447,2.279988,-3.617899,0.08090436,0.9863669,2.771414,-4.481283,0.1803259,0,
231, 2, 0, 111.6989, 116.895, 443.6599, 287,155,Basic,Basic,0.55,0.55,0.35,0.35,2.310675,3.373947,-2.435216,0.1451991,1.775817,3.090578,-0.3227132,0.3108792,0,
232, 2, 0, 133.8523, 139.1755, 370.7759, 222,141,Basic,Basic,0.55,0.55,0.35,0.35,0.6944619,2.631611,2.3721,1.401614,-2.058527,1.898065,-0.1657526,0.3183487,0,
233, 2, 0, 111.4832, 115.7706, 444.5109, 168,145,Basic,Basic,0.55,0.55,0.35,0.35,2.263735,3.343789,-2.506541,0.1401835,3.377702,3.873668,-1.441224,0.2638752,0,
234, 2, 0, 129.7257, 134.7242, 382.4802, 57,36,Basic,Basic,0.55,0.55,0.35,0.35,2.065693,3.2233,-3.080811,0.1055645,1.680633,3.049815,-1.473514,0.2626704,0,
235, 2, 0, 134.0108, 140.0709, 370.3408, 200,170,Basic,Basic,0.55,0.55,0.35,0.35,-4.058534,2.060037,-0.3661605,0.3980744,-1.850389,1.942266,-0.4609703,0.3044859,0,
236, 2, 0, 133.7667, 139.007, 371.0116, 128,223,Basic,Laser,0.55,0.55,0.35,0.35,-0.5728572,2.339184,2.371281,1.401121,-1.178518,2.098825,-0.3866018,0.3079033,0,
237, 2, 0, 114.5676, 119.0353, 432.6471, 171,279,Basic,Basic,0.55,0.55,0.35,0.35,1.332095,2.860615,0.02508318,0.4799569,3.936818,4.190166,-5.707358,0.1597875,0,
238, 2, 0, 131.6328, 137.2276, 376.9807, 212,218,Shock,Basic,0.55,0.55,0.35,0.35,-0.4626864,2.358117,1.769333,1.076154,1.652077,3.037709,-2.358129,0.2326488,0,
239, 2, 0, 132.2188, 138.7333, 375.3225, 141,160,Basic,Basic,0.55,0.55,0.35,0.35,1.93298,3.148369,3.849469,2.54403,-2.058527,1.898065,-1.728194,0.2534464,0,
240, 2, 0, 121.6394, 126.8392, 407.6993, 220,172,Basic,Basic,0.55,0.55,0.35,0.35,-1.61034,2.203021,1.781876,1.082191,-2.77821,1.759547,0.3429285,0.3441541,0,
241, 2, 0, 105.4792, 109.524, 469.5751, 271,209,Basic,Basic,0.55,0.55,0.35,0.35,-3.653614,2.07347,2.3721,1.401614,7.039618,6.283154,-3.32809,0.2056744,0,
242, 2, 0, 120.9666, 125.7719, 409.9484, 224,146,Basic,Basic,0.55,0.55,0.35,0.35,-2.122785,2.157421,0.366604,0.5642849,-1.907222,1.930004,3.686551,0.5822506,0,
243, 2, 0, 134.3885, 140.6511, 369.3076, 186,44,Basic,Basic,0.55,0.55,0.35,0.35,0.1145298,2.475652,-3.617899,0.08090436,-0.6116338,2.248717,-4.481283,0.1803259,0,
244, 2, 0, 129.8665, 134.8586, 382.0688, 272,139,Laser,Laser,0.55,0.55,0.35,0.35,-1.247544,2.243007,-2.178808,0.164733,3.735483,4.073679,5.044437,0.7141689,0,
245, 2, 0, 111.2943, 115.7011, 445.2584, 145,196,Basic,Basic,0.55,0.55,0.35,0.35,2.739621,3.680514,1.855667,1.118317,3.735483,4.073679,-1.756201,0.2524617,0,
246, 2, 0, 134.0722, 139.5564, 370.1723, 49,217,Fire,Basic,0.55,0.55,0.35,0.35,-2.514884,2.129541,5.950425,4.938034,-1.244808,2.082394,-0.9380898,0.2837166,0,
247, 2, 0, 130.2777, 136.2569, 380.8721, 227,218,Basic,Basic,0.55,0.55,0.35,0.35,-0.4626864,2.358117,1.769333,1.076154,2.017959,3.197153,-1.356186,0.2670867,0,
248, 2, 0, 126.2353, 131.0959, 392.9726, 145,56,Basic,Basic,0.55,0.55,0.35,0.35,-0.9909257,2.275909,-0.8679081,0.3125101,-0.4427567,2.296747,1.191871,0.3929801,0,
249, 2, 0, 112.942, 118.0018, 438.8197, 173,209,Basic,Basic,0.55,0.55,0.35,0.35,-3.653614,2.07347,2.3721,1.401614,7.039618,6.283154,-1.403237,0.2653028,0,
250, 2, 0, 133.8573, 139.7362, 370.7621, 255,59,Shock,Basic,0.55,0.55,0.35,0.35,1.826035,3.091185,0.9838915,0.7529547,-3.990451,1.570406,4.998635,0.7094193,0,
251, 2, 0, 115.6075, 120.6693, 428.7887, 32,122,Basic,Basic,0.55,0.55,0.35,0.35,-0.109294,2.42615,-0.4092104,0.389928,0.8117498,2.706508,4.339077,0.6432683,0,
252, 2, 0, 117.8471, 122.441, 420.7087, 211,146,Basic,Basic,0.55,0.55,0.35,0.35,-0.7139285,2.316376,0.366604,0.5642849,-1.907222,1.930004,3.686551,0.5822506,0,
253, 2, 0, 118.1971, 123.4262, 419.4734, 257,154,Basic,Basic,0.55,0.55,0.35,0.35,-1.598442,2.204222,0.9810863,0.7519788,2.017959,3.197153,-2.891958,0.2170977,0,
254, 2, 0, 132.2628, 137.9062, 375.1985, 200,221,Basic,Basic,0.55,0.55,0.35,0.35,0.8319912,2.675357,-0.2134792,0.4283011,-2.623418,1.787549,0.8404905,0.3718667,0,
255, 2, 0, 117.0184, 122.0872, 423.6627, 220,51,Basic,Laser,0.55,0.55,0.35,0.35,-0.5353991,2.345508,-0.9383379,0.3020232,2.058134,3.215238,0.3429285,0.3441541,0,
256, 2, 0, 121.1846, 125.8326, 409.217, 111,180,Basic,Fire,0.55,0.55,0.35,0.35,0.4296703,2.555026,-1.890452,0.1897966,-2.086795,1.892211,0.7516641,0.3667343,0,
257, 2, 0, 119.4308, 124.5035, 415.1762, 33,179,Basic,Basic,0.55,0.55,0.35,0.35,0.6565686,2.62005,1.755993,1.069765,-2.574874,1.796527,1.209041,0.3940453,0,
258, 2, 0, 134.3596, 140.9055, 369.3865, 251,175,Basic,Basic,0.55,0.55,0.35,0.35,-0.5630832,2.340823,0.5296239,0.6092865,1.886931,3.138968,-1.755281,0.2524939,0,
259, 2, 0, 121.7182, 127.0954, 407.4374, 154,173,Basic,Basic,0.55,0.55,0.35,0.35,-2.820111,2.111287,-3.012568,0.1091887,1.477058,2.964756,-0.3414056,0.3100047,0,
260, 2, 0, 106.6291, 111.3278, 464.5584, 34,270,Basic,Basic,0.55,0.55,0.35,0.35,-1.936645,2.172669,-2.374589,0.1496012,7.039618,6.283154,-1.172286,0.274227,0,
261, 2, 0, 117.1802, 122.1898, 423.0828, 217,227,Basic,Acid,0.55,0.55,0.35,0.35,0.5870874,2.599387,0.6552189,0.6462233,2.017959,3.197153,-2.891958,0.2170977,0,
262, 2, 0, 117.4668, 122.482, 422.0594, 257,227,Basic,Basic,0.55,0.55,0.35,0.35,0.5870874,2.599387,1.869164,1.125038,2.017959,3.197153,-6.665055,0.147375,0,
263, 2, 0, 120.9559, 126.2766, 409.9844, 196,46,Ice,Basic,0.55,0.55,0.35,0.35,0.9032186,2.699157,-0.6475673,0.3476422,3.735483,4.073679,-1.857151,0.24896,0,
264, 2, 0, 121.1096, 126.3224, 409.4682, 266,165,Basic,Basic,0.55,0.55,0.35,0.35,0.7231172,2.640492,-0.3550889,0.4001957,-0.4427567,2.296747,-0.2304453,0.3152426,0,
265, 2, 0, 117.6655, 122.3773, 421.3523, 91,200,Basic,Basic,0.55,0.55,0.35,0.35,1.624319,2.990647,-0.5571728,0.3631316,-0.6486818,2.238393,-2.622002,0.2247365,0,
266, 2, 0, 120.166, 125.5065, 412.6571, 87,241,Basic,Basic,0.55,0.55,0.35,0.35,-1.904902,2.175412,0.6128715,0.6335419,2.331603,3.341401,-3.000247,0.214158,0,
267, 2, 0, 128.8649, 133.9392, 385.0155, 29,50,Basic,Shock,0.55,0.55,0.35,0.35,-0.7253149,2.314602,-4.415515,0.05444133,1.589586,3.011417,0.7118492,0.3644601,0,
268, 2, 0, 116.5038, 121.688, 425.5183, 39,206,Basic,Basic,0.55,0.55,0.35,0.35,-2.259929,2.147049,-1.131773,0.2749458,-0.4282197,2.300956,-3.000247,0.214158,0,
269, 2, 0, 130.9777, 136.7756, 378.8518, 268,238,Basic,Basic,0.55,0.55,0.35,0.35,-3.079701,2.097794,1.171048,0.8207548,1.407564,2.936376,-0.5803821,0.2991018,0,
270, 2, 0, 116.3637, 121.0191, 426.0261, 227,223,Basic,Basic,0.55,0.55,0.35,0.35,-0.5728572,2.339184,-1.115445,0.2771372,-1.178518,2.098825,-0.3866018,0.3079033,0,
271, 2, 0, 116.9528, 121.5336, 423.8985, 225,115,Basic,Acid,0.55,0.55,0.35,0.35,2.436789,3.458158,0.5689923,0.6206468,-2.737898,1.766749,3.093044,0.5308301,0,
272, 2, 0, 128.9781, 134.6316, 384.6803, 173,159,Basic,Basic,0.55,0.55,0.35,0.35,-0.338988,2.380618,-1.208737,0.2648413,2.030292,3.202693,0.9055068,0.3756754,0,
273, 2, 0, 131.656, 137.3233, 376.9147, 249,229,Shock,Basic,0.55,0.55,0.35,0.35,-0.5832087,2.337456,-4.176407,0.06131269,-2.731749,1.767853,-3.247275,0.2077088,0,
274, 2, 0, 118.0687, 123.3681, 419.9255, 220,105,Basic,Basic,0.55,0.55,0.35,0.35,-2.121363,2.157532,-2.391434,0.148365,-1.178518,2.098825,2.997454,0.522921,0,
275, 2, 0, 120.1538, 125.3049, 412.6984, 278,268,Basic,Basic,0.55,0.55,0.35,0.35,-3.079701,2.097794,-2.083105,0.1726679,2.294401,3.323923,0.4467392,0.3497297,0,
276, 2, 0, 115.398, 120.0533, 429.5607, 210,92,Basic,Basic,0.55,0.55,0.35,0.35,3.762109,4.681726,0.2413127,0.5318418,-0.08751413,2.403099,-1.630611,0.2569229,0,
277, 2, 0, 120.6307, 125.9044, 411.0805, 165,210,Blaster,Basic,0.55,0.55,0.35,0.35,0.3548415,2.53508,1.02938,0.7689444,-0.08751413,2.403099,-2.476597,0.2290407,0,
278, 2, 0, 127.9429, 133.0443, 387.7685, 179,61,Basic,Laser,0.55,0.55,0.35,0.35,-0.3041406,2.387204,-0.3063111,0.4096712,2.736576,3.538103,-1.441224,0.2638752,0,
279, 2, 0, 118.3692, 123.6131, 418.8686, 107,32,Blaster,Ice,0.55,0.55,0.35,0.35,-1.799939,2.184794,-1.156424,0.2716693,-1.235186,2.084764,1.109161,0.3878926,0,
280, 2, 0, 129.3992, 135.0903, 383.4379, 223,168,Basic,Basic,0.55,0.55,0.35,0.35,1.723491,3.038915,-1.115445,0.2771372,3.377702,3.873668,-0.3866018,0.3079033,0,
281, 2, 0, 116.8625, 121.5601, 424.2232, 175,192,Basic,Basic,0.55,0.55,0.35,0.35,-1.20452,2.248239,2.492401,1.475686,1.403641,2.934784,-0.5333722,0.3012063,0,
282, 2, 0, 117.6862, 123.0313, 421.2788, 256,54,Basic,Shock,0.55,0.55,0.35,0.35,-2.665154,2.120209,0.5689923,0.6206468,4.806063,4.724198,2.398681,0.4757512,0,
283, 2, 0, 128.3846, 133.3517, 386.4447, 210,172,Basic,Basic,0.55,0.55,0.35,0.35,-1.61034,2.203021,1.781876,1.082191,-2.77821,1.759547,0.4327819,0.3489738,0,
284, 2, 0, 114.0893, 118.6945, 434.4454, 61,270,Basic,Basic,0.55,0.55,0.35,0.35,-5.19979,2.033967,-2.582835,0.1350075,7.039618,6.283154,-2.597273,0.225459,0,
285, 2, 0, 133.2362, 138.4026, 372.4778, 165,216,Basic,Basic,0.55,0.55,0.35,0.35,-0.02778506,2.443562,-2.915387,0.114563,0.626431,2.639807,-3.92614,0.1917074,0,
286, 2, 0, 127.8701, 132.7856, 387.9877, 100,87,Acid,Basic,0.55,0.55,0.35,0.35,-2.784601,2.113272,-1.854921,0.1931328,-1.112139,2.115502,-3.000247,0.214158,0,
287, 2, 0, 132.9436, 138.2478, 373.2915, 173,68,Basic,Basic,0.55,0.55,0.35,0.35,-2.820111,2.111287,-0.0787876,0.4567759,1.477058,2.964756,-0.9966813,0.2813,0,
288, 2, 0, 134.0687, 139.3703, 370.1819, 159,28,Basic,Basic,0.55,0.55,0.35,0.35,4.529881,5.748539,3.849469,2.54403,-0.1828778,2.373827,0.9055068,0.3756754,0,
289, 2, 0, 129.3176, 134.4199, 383.6779, 87,199,Basic,Basic,0.55,0.55,0.35,0.35,0.4063146,2.548724,-2.240632,0.1597988,1.063323,2.800661,-0.04769478,0.3241177,0,
290, 2, 0, 130.4424, 135.5601, 380.3947, 295,256,Basic,Basic,0.55,0.55,0.35,0.35,1.063273,2.755648,0.5689923,0.6206468,1.754467,3.081379,3.093044,0.5308301,0,
291, 2, 0, 130.7251, 136.483, 379.5783, 146,97,Basic,Basic,0.55,0.55,0.35,0.35,1.545832,2.953978,-3.306503,0.09440589,3.620587,4.008466,-3.000247,0.214158,0,
292, 2, 0, 131.4439, 136.6567, 377.5182, 77,56,Basic,Basic,0.55,0.55,0.35,0.35,-3.843378,2.066838,2.707075,1.615876,-0.4427567,2.296747,1.091235,0.3867997,0,
293, 2, 0, 117.518, 122.025, 421.8768, 283,236,Basic,Blaster,0.55,0.55,0.35,0.35,-0.8464386,2.296334,-1.770557,0.2012863,0.2641076,2.515738,-3.32809,0.2056744,0,
294, 2, 0, 130.0782, 135.2113, 381.4517, 225,100,Basic,Basic,0.55,0.55,0.35,0.35,0.787255,2.660813,-3.653761,0.07947802,-1.112139,2.115502,2.597998,0.4909983,0,
295, 2, 0, 134.3735, 139.6951, 369.3485, 105,187,Basic,Basic,0.55,0.55,0.35,0.35,1.862409,3.110323,-1.582181,0.2207277,-2.541643,1.802727,-2.364297,0.2324587,0,
296, 2, 0, 130.7054, 135.6334, 379.6352, 182,132,Basic,Basic,0.55,0.55,0.35,0.35,1.930215,3.146855,1.800394,1.09116,1.395366,2.931429,-2.463832,0.229425,0,
297, 2, 0, 130.2518, 136.0906, 380.9473, 162,248,Basic,Basic,0.55,0.55,0.35,0.35,4.09208,5.103055,-0.7688981,0.3278503,1.671725,3.046033,-2.021854,0.2434045,0,
