Slime ID, Wave Number, Fitness Pool, Min Path Distance To Sheep, Total Path Distance,Sheep Distance Fitness,Parent One, Parent Two, Main Type, Secondary Type,Main Resistance Gene, Main Resistance Trait, Secondary Resistance Gene, Secondary Resistance Trait, Tower Attraction Gene, Tower Attraction Trait, Slime Optimal Distance Gene, Slime Optimal Distance Trait, Speed Gene, Speed Trait, Turn Rate Gene, Turn Rate Trait, Time Alive After Increased Alignment Strength,
0, 0, 0, 138.0306, 143.1968, 359.633, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.8844221,2.290824,-0.3419469,0.4027277,-1.050179,2.131275,0.5226536,0.3538752,0,
1, 0, 0, 138.3559, 143.5449, 358.7936, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.149126,2.787747,0.794578,0.6896415,0.6718807,2.65596,1.834412,0.4350314,0,
2, 0, 0, 137.5907, 142.8576, 360.7746, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.511227,2.129776,1.728275,1.056597,0.7393757,2.680193,-1.284748,0.2698285,0,
3, 0, 0, 137.3167, 142.5882, 361.4893, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.3689383,2.375045,-2.900624,0.115402,1.152816,2.835171,1.352805,0.4030893,0,
4, 0, 0, 134.6188, 139.6073, 368.6804, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.2425111,2.506448,-1.047503,0.2864393,2.822242,3.581228,-0.5501146,0.3004545,0,
5, 0, 0, 134.2442, 139.3814, 369.7016, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.1400243,2.481637,-2.950481,0.1125927,-0.6932836,2.226064,-3.738115,0.1958984,0,
6, 0, 0, 138.9295, 144.149, 357.3228, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.3126323,2.52414,-0.6107897,0.3538658,1.019718,2.78404,0.922862,0.3766995,0,
7, 0, 0, 134.66, 139.8429, 368.5685, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.273835,2.239864,-2.243448,0.1595775,3.858073,4.144273,-0.5815846,0.2990482,0,
8, 0, 0, 137.0885, 142.3439, 362.0866, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.4685932,2.565687,0.7888113,0.6877925,0.09972066,2.462145,0.09015355,0.3310204,0,
9, 0, 0, 133.9085, 138.9462, 370.6217, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.263277,2.146805,0.3386452,0.5568876,2.787427,3.563638,-1.367458,0.2666578,0,
10, 0, 0, 134.4273, 139.4952, 369.2017, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,4.308783,5.409733,-1.165239,0.2705069,0.8590471,2.72389,3.245985,0.5437006,0,
11, 0, 0, 136.9057, 142.2344, 362.5666, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.024643,2.271347,-2.826218,0.1197237,1.137274,2.829139,-1.314165,0.2686945,0,
12, 0, 0, 136.6278, 141.8759, 363.2987, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.280564,2.145549,-2.052751,0.1752623,-0.1891238,2.371929,-1.149593,0.2751268,0,
13, 0, 0, 132.4613, 137.6865, 374.6404, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.964709,3.165876,0.9565785,0.7435012,-1.372788,2.051297,-2.57255,0.2261852,0,
14, 0, 0, 134.1693, 139.3836, 369.9065, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.228252,3.321408,0.5961356,0.6285944,-0.9520984,2.15665,2.222695,0.462665,0,
15, 0, 0, 130.7532, 135.9252, 379.4975, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.147199,2.155523,-0.7563392,0.3298473,-2.822163,1.751766,0.6201513,0.3592844,0,
16, 0, 0, 132.6555, 137.6955, 374.0959, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.060338,2.754573,-0.8053353,0.322122,-1.127354,2.11166,1.790393,0.4320054,0,
17, 0, 0, 130.4042, 135.4869, 380.5053, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1665824,2.414316,-0.1688235,0.4375486,-0.8612194,2.180614,0.2834422,0.3410071,0,
18, 0, 0, 135.6038, 140.8112, 366.0219, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.7389779,2.312487,2.518245,1.492015,1.885631,3.138397,-0.03200658,0.3248942,0,
19, 0, 0, 132.2815, 137.3708, 375.1458, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.261286,2.241359,0.08719815,0.4943486,-0.3550041,2.32234,1.339094,0.4022171,0,
20, 0, 0, 134.204, 140.1176, 369.8116, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.0536,2.267488,0.9607852,0.74495,-2.316963,1.845838,3.439725,0.5603847,0,
21, 0, 0, 133.9614, 139.1056, 370.4763, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6729595,2.625025,-0.4167148,0.3885244,1.589586,3.011417,0.7118492,0.3644601,0,
22, 0, 0, 117.4691, 121.9652, 422.051, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.8464386,2.296334,-0.9383379,0.3020232,-0.8400786,2.186252,-3.32809,0.2056744,0,
23, 0, 0, 134.205, 139.282, 369.8087, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.5386304,2.344958,-2.105978,0.170738,2.495834,3.419746,-0.0505393,0.3239772,0,
24, 0, 0, 134.6349, 139.7886, 368.6368, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.5866569,2.599261,1.03588,0.7712544,2.365048,3.357198,-4.500899,0.1799495,0,
25, 0, 0, 136.171, 141.4388, 364.5086, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.978656,3.173652,-0.02879593,0.4677965,0.5332258,2.607097,3.672802,0.5810147,0,
26, 0, 0, 134.6199, 140.5319, 368.6776, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.6806265,2.32162,-0.3148634,0.4079945,-0.7078127,2.222071,0.5941536,0.3578326,0,
27, 0, 0, 133.2472, 138.3576, 372.4473, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1240861,2.423063,-2.18379,0.1643299,2.079426,3.224869,2.982495,0.5216926,0,
28, 0, 0, 117.8519, 122.3738, 420.6917, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.314015,2.524495,0.4687865,0.5921127,1.052313,2.796453,-2.293195,0.2346659,0,
29, 0, 0, 134.3683, 140.2868, 369.3627, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.892345,2.107357,-0.01816678,0.4701721,-1.210493,2.090871,0.2436462,0.3389213,0,
30, 0, 0, 134.3116, 139.5613, 369.5174, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.786789,2.113148,-1.51433,0.2281707,2.000142,3.18917,-0.3355667,0.3102775,0,
31, 0, 0, 117.5161, 122.1687, 421.8838, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.1209996,2.477164,-4.176407,0.06131269,-2.731749,1.767853,-0.4371853,0.3055735,0,
32, 0, 0, 131.923, 137.0096, 376.1577, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.826035,3.091185,-1.342182,0.2481713,-0.2384614,2.357013,-0.4901567,0.3031582,0,
33, 0, 0, 130.2892, 135.3258, 380.8387, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.610285,2.203026,-0.7029396,0.3384707,0.8789361,2.731244,4.938972,0.7032615,0,
34, 0, 0, 133.6747, 139.5578, 371.265, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.998925,3.18504,-0.6477663,0.3476089,3.197005,3.776104,-1.962485,0.2453848,0,
35, 0, 0, 133.343, 139.0946, 372.1818, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.326483,2.142264,-0.4317588,0.3857251,4.183466,4.336652,-0.392587,0.3076265,0,
36, 0, 0, 117.6103, 122.8123, 421.5486, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.6567767,2.325428,1.460511,0.9365991,-3.298103,1.672158,0.8212805,0.3707498,0,
37, 0, 0, 119.918, 125.2006, 413.5032, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.109195,2.772656,-0.1806182,0.4350877,0.3612821,2.548203,0.3750034,0.3458654,0,
38, 0, 0, 117.0438, 122.1848, 423.5715, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.078074,2.76109,-2.565295,0.1361806,0.626431,2.639807,-3.92614,0.1917074,0,
39, 0, 0, 117.5037, 122.1178, 421.9276, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.9909257,2.275909,-2.391434,0.148365,-1.33511,2.060367,-1.736996,0.2531363,0,
40, 0, 0, 117.8342, 122.3901, 420.7542, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.739621,3.680514,1.855667,1.118317,1.40556,2.935563,-1.756201,0.2524617,0,
41, 0, 0, 131.332, 137.1103, 377.8374, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.218616,3.315391,1.570055,0.9841401,-4.659708,1.486086,3.691665,0.5827107,0,
42, 0, 0, 133.3228, 139.1771, 372.2378, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-4.132631,2.057858,3.507418,2.233428,-0.2387506,2.356926,0.1617064,0.3346752,0,
43, 0, 0, 117.6441, 122.2203, 421.4285, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.20452,2.248239,-0.7277766,0.3344331,1.403641,2.934784,-0.5333722,0.3012063,0,
44, 0, 0, 117.8658, 122.5371, 420.6425, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.121363,2.157532,-4.415515,0.05444133,-1.178518,2.098825,2.997454,0.522921,0,
45, 0, 0, 132.5401, 137.7459, 374.4195, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.735017,2.116102,1.848109,1.114569,2.041896,3.207915,-2.44251,0.2300694,0,
46, 0, 0, 130.1598, 135.2511, 381.2145, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.5866336,2.336887,2.155891,1.276326,-1.540094,2.011863,-1.660855,0.2558378,0,
47, 0, 0, 131.2988, 136.4377, 377.9323, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.263735,3.343789,0.9838915,0.7529547,-3.990451,1.570406,1.877701,0.4380282,0,
48, 0, 0, 131.8258, 136.9341, 376.433, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.376539,2.227967,3.574012,2.291717,-1.167669,2.101535,-0.2085874,0.3162877,0,
49, 0, 0, 131.7507, 137.5261, 376.6458, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.4782831,2.568372,1.500285,0.9536175,2.074201,3.222503,-2.728134,0.2216796,0,
50, 0, 0, 133.0307, 138.9208, 373.049, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.894702,2.065149,-0.4173562,0.3884046,-1.94452,1.922035,-1.896439,0.2476172,0,
51, 0, 0, 118.0629, 123.1563, 419.946, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.109294,2.42615,-0.4092104,0.389928,-1.004477,2.143036,4.339077,0.6432683,0,
52, 0, 0, 116.9261, 121.4931, 423.9943, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.4063146,2.548724,-2.240632,0.1597988,3.635428,4.016838,-0.04769478,0.3241177,0,
53, 0, 0, 119.8988, 125.0572, 413.5689, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.787255,2.660813,-3.524634,0.08473374,-1.112139,2.115502,2.597998,0.4909983,0,
54, 0, 0, 132.0116, 137.2684, 375.907, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.32036,2.234401,-3.59831,0.08169418,1.542438,2.991759,2.421327,0.4774607,0,
55, 0, 0, 120.2171, 125.5108, 412.483, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.477277,2.923019,-1.343957,0.2479565,0.4592668,2.581536,0.8344259,0.3715137,0,
56, 0, 0, 129.5622, 135.2829, 382.9593, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.601902,2.980038,-4.150897,0.06209486,-2.116917,1.886012,1.077895,0.3859886,0,
57, 0, 0, 117.548, 122.2651, 421.77, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.436789,3.458158,0.5689923,0.6206468,1.307282,2.896009,3.093044,0.5308301,0,
58, 0, 0, 117.2398, 122.4058, 422.8694, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.5556695,2.342071,-0.09319048,0.453647,1.787023,3.095418,2.041896,0.4495865,0,
59, 0, 0, 128.5988, 133.6879, 385.806, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.71558,2.071235,-5.899816,0.02599306,1.96962,3.175546,3.317883,0.5498427,0,
60, 0, 0, 117.4734, 122.546, 422.0358, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.725229,3.039781,-0.8679081,0.3125101,-0.4427567,2.296747,1.215411,0.3944413,0,
61, 0, 0, 130.3482, 135.4706, 380.6676, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.4626864,2.358117,1.769333,1.076154,1.34019,2.90918,-2.358129,0.2326488,0,
62, 0, 0, 119.791, 124.5558, 413.9381, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.3277867,2.528043,-0.1119049,0.4496118,-2.188968,1.871344,-0.2229566,0.3156001,0,
63, 0, 0, 131.2326, 136.4899, 378.1216, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6944619,2.631611,1.854978,1.117975,-2.058527,1.898065,-0.1657526,0.3183487,0,
64, 0, 0, 129.704, 134.8185, 382.5438, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.61034,2.203021,1.781876,1.082191,-2.77821,1.759547,1.665749,0.4235538,0,
65, 0, 0, 128.8088, 134.7122, 385.182, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.899976,2.288597,-1.270474,0.2569978,-1.069154,2.126423,-0.4567699,0.3046775,0,
66, 0, 0, 130.8011, 135.8869, 379.3596, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.049663,2.163244,1.152745,0.8138865,0.9703985,2.765395,2.06881,0.45151,0,
67, 0, 0, 113.0962, 117.8718, 438.2266, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.065693,3.2233,-3.080811,0.1055645,1.680633,3.049815,-1.473514,0.2626704,0,
68, 0, 0, 132.5945, 137.8356, 374.2668, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.662266,2.197859,-1.56496,0.222594,-0.7275546,2.216665,-3.420716,0.2033871,0,
69, 0, 0, 122.4107, 127.3709, 405.1514, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.68523,3.020032,3.64636,2.356245,-2.740902,1.76621,0.9503309,0.3783269,0,
70, 0, 0, 130.4965, 136.1474, 380.2382, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1949879,2.408568,-0.1046326,0.4511759,0.5107927,2.599307,-3.041919,0.2130453,0,
71, 0, 0, 127.3908, 132.4169, 389.436, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.513575,3.511778,2.924709,1.768778,-3.533676,1.635752,-1.56312,0.2593691,0,
72, 0, 0, 119.4667, 124.6018, 415.0524, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-5.735994,2.025987,1.609342,1.001707,-3.373198,1.660345,-2.836992,0.2186167,0,
73, 0, 0, 130.7286, 136.494, 379.5682, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,4.456651,5.633355,-0.0787876,0.4567759,3.254454,3.80687,0.8288935,0.371192,0,
74, 0, 0, 120.3243, 125.5907, 412.1185, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.861723,3.109959,-0.4134523,0.389134,-4.689054,1.482675,1.329148,0.4015857,0,
75, 0, 0, 117.3733, 122.4239, 422.3926, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.4489871,2.360543,1.02938,0.7689444,-0.08751413,2.403099,-2.476597,0.2290407,0,
76, 0, 0, 118.2391, 122.7928, 419.3257, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.2425194,2.50645,0.1782191,0.5161784,-2.330873,1.843107,-0.7745316,0.2906151,0,
77, 0, 0, 120.1974, 124.8923, 412.55, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.973374,2.169549,1.547072,0.9739906,-2.574874,1.796527,1.209041,0.3940453,0,
78, 0, 0, 133.8259, 138.9847, 370.8486, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.152777,2.155092,-4.84244,0.04402285,-2.935038,1.732125,-0.4254697,0.306111,0,
79, 0, 0, 132.0089, 137.3246, 375.9146, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.05057754,2.438624,-1.943456,0.1849244,-0.01048901,2.427135,3.411269,0.5579077,0,
80, 0, 0, 133.7075, 139.5889, 371.1745, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.930208,2.064005,-1.226481,0.2625635,1.963259,3.172715,-0.7408202,0.2920653,0,
81, 0, 0, 128.1704, 133.1862, 387.0856, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,3.726013,4.638823,0.03033164,0.4811574,1.775817,3.090578,-0.3227132,0.3108792,0,
82, 0, 0, 117.6704, 122.8595, 421.335, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.5630832,2.340823,0.1635118,0.5125903,-1.009937,2.141625,0.6024813,0.3582969,0,
83, 0, 0, 131.7668, 137.0653, 376.6001, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.3284947,2.528225,-0.237529,0.4233985,-0.2472657,2.354366,2.792629,0.5063246,0,
84, 0, 0, 117.3838, 122.497, 422.355, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.332095,2.860615,0.02508318,0.4799569,3.735483,4.073679,-6.126468,0.1540092,0,
85, 0, 0, 128.3446, 133.4951, 386.5642, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.286605,2.841913,1.282042,0.8635472,-0.9521779,2.156629,1.27933,0.3984393,0,
86, 0, 0, 118.7864, 123.6617, 417.4097, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.784601,2.113272,-0.9499766,0.3003234,1.761063,3.084218,0.7720033,0.3679023,0,
87, 0, 0, 128.5947, 134.1066, 385.8184, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.219838,2.246364,3.395886,2.13819,0.7052454,2.667902,0.6373603,0.3602492,0,
88, 0, 0, 125.8245, 131.2115, 394.2457, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.753253,2.115053,-2.022093,0.1779214,2.926601,3.634479,-0.8988938,0.2853492,0,
89, 0, 0, 120.6519, 125.3936, 411.0089, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.3993816,2.369463,-1.555183,0.2236605,0.2133649,2.499018,-0.08359317,0.3223497,0,
90, 0, 0, 120.7837, 125.9631, 410.5641, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.655469,2.198527,0.7328477,0.6700853,-1.401033,2.044543,-1.008909,0.2807993,0,
91, 0, 0, 131.2249, 136.9132, 378.1437, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.145394,2.094646,-2.178808,0.164733,-2.101245,1.889233,2.543927,0.4868172,0,
92, 0, 0, 120.5991, 125.4169, 411.1873, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.33649,2.141558,-1.131773,0.2749458,1.063323,2.800661,-3.000247,0.214158,0,
93, 0, 0, 119.345, 124.176, 415.4721, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.8346384,2.676227,-3.617899,0.08090436,-0.6116338,2.248717,0.1660087,0.3348964,0,
94, 0, 0, 129.1609, 134.3366, 384.14, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.5870874,2.599387,0.6552189,0.6462233,0.8884839,2.734783,-0.9692635,0.2824273,0,
95, 0, 0, 127.5211, 132.6304, 389.0411, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.624319,2.990647,-0.4065607,0.3904246,-0.8193114,2.191813,-2.622002,0.2247365,0,
96, 0, 0, 128.7751, 133.9889, 385.282, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.449287,2.910659,0.6372281,0.6408071,1.630586,3.028636,3.481144,0.5640064,0,
97, 0, 0, 128.7939, 134.2634, 385.2262, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6557773,2.619811,-2.457541,0.1436105,-0.9215159,2.164665,0.5537142,0.355588,0,
98, 0, 0, 127.4933, 133.2043, 389.1252, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.904902,2.175412,0.6128715,0.6335419,-0.9155705,2.166229,2.213228,0.461971,0,
99, 0, 0, 121.7369, 126.9591, 407.3754, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.036307,3.206319,-0.4508382,0.3822029,3.572741,3.981582,2.694481,0.4985418,0,
100, 0, 0, 115.6213, 120.226, 428.7383, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.3870023,2.371723,-2.245461,0.1594196,0.6212066,2.637959,1.133813,0.3894013,0,
101, 0, 0, 120.5585, 125.3288, 411.3245, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.5839955,2.598483,-0.7688981,0.3278503,-1.901861,1.931154,0.8742992,0.3738418,0,
102, 0, 0, 129.5455, 134.594, 383.0081, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.4296703,2.555026,-1.890452,0.1897966,0.04630153,2.445084,0.7516641,0.3667343,0,
103, 0, 0, 130.3649, 135.7452, 380.6191, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.343108,2.231774,-3.284232,0.09545293,1.246334,2.87181,1.377625,0.4046733,0,
104, 0, 0, 132.3015, 137.4812, 375.0897, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-4.23095,2.055089,-3.03495,0.1079867,-0.6294729,2.243737,-3.084553,0.2119174,0,
105, 0, 0, 125.1511, 129.9988, 396.3502, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.04845171,2.439082,-0.2158183,0.4278219,0.6624678,2.652604,-4.014696,0.1897943,0,
106, 0, 0, 131.71, 136.8283, 376.7614, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.491923,2.215297,1.307035,0.8734578,-0.7036787,2.223206,6.519936,0.8762205,0,
107, 0, 0, 133.0826, 138.9721, 372.9044, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,3.878448,4.824201,-0.0587176,0.4611703,-0.789234,2.199909,-1.42563,0.2644599,0,
108, 0, 0, 132.6666, 138.3216, 374.065, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.5103434,2.577344,-0.1724058,0.4367998,-0.2319795,2.358964,-0.6575755,0.2956882,0,
109, 0, 0, 116.9835, 121.891, 423.7882, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.905243,3.13327,-3.118109,0.1036343,2.058134,3.215238,-0.6867264,0.2944127,0,
110, 0, 0, 121.3004, 126.2406, 408.8295, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-3.064255,2.098549,-0.7074059,0.3377412,0.9869777,2.771645,2.020833,0.4480869,0,
111, 0, 0, 123.188, 128.1237, 402.6154, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.4816408,2.569305,-0.4480062,0.3827237,-0.9428918,2.159057,-1.819992,0.2502403,0,
112, 0, 0, 126.7673, 131.6835, 391.3363, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.7128382,2.637292,2.148463,1.272197,-2.604468,1.791042,4.42419,0.6515602,0,
113, 0, 0, 128.7933, 133.8508, 385.2279, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.7878613,2.661008,0.3247611,0.5532482,-1.284302,2.07271,2.792234,0.5062931,0,
114, 0, 0, 132.9284, 138.0801, 373.3338, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.372342,2.374417,0.08206943,0.493145,-1.76419,1.961149,1.451291,0.4094141,0,
115, 0, 0, 131.3286, 137.0704, 377.8472, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-2.427751,2.135278,1.090328,0.7908559,1.13615,2.828703,2.29294,0.4678462,0,
116, 0, 0, 133.0144, 138.7731, 373.0943, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,3.507951,4.392323,3.875042,2.568361,-2.717625,1.770395,-0.1615387,0.3185524,0,
117, 0, 0, 118.3616, 122.9598, 418.895, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.5728572,2.339184,-1.115445,0.2771372,1.886931,3.138968,-0.3866018,0.3079033,0,
118, 0, 0, 119.4899, 124.1918, 414.9725, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-0.1167494,2.424591,2.670829,1.591474,0.1523062,2.479108,0.2175013,0.3375593,0,
119, 0, 0, 132.7066, 137.9709, 373.953, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.6978568,2.632657,3.335606,2.087962,-0.476447,2.287037,0.06275648,0.3296341,0,
120, 0, 0, 131.0652, 136.2494, 378.6008, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-4.713571,2.043298,-0.4557176,0.381307,1.212064,2.858315,-0.511987,0.3021701,0,
121, 0, 0, 130.0451, 135.1634, 381.5481, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.711432,3.032927,1.607622,1.000932,0.2709337,2.517999,2.602581,0.4913542,0,
122, 0, 0, 130.4094, 135.814, 380.4904, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.862409,3.110323,-1.582181,0.2207277,-2.541643,1.802727,-2.364297,0.2324587,0,
123, 0, 0, 131.0399, 136.1501, 378.6735, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.9672386,2.721243,-1.741856,0.2041362,-1.205842,2.092025,1.570022,0.4171799,0,
124, 0, 0, 124.6451, 129.5226, 397.9463, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.06896805,2.465138,-0.1389651,0.4438377,-2.50448,1.809714,-3.71687,0.1963832,0,
125, 0, 0, 132.2129, 137.5322, 375.3391, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.136703,2.256713,1.182587,0.8251122,-0.6538295,2.236964,0.4360836,0.3491525,0,
126, 0, 0, 131.7768, 136.9221, 376.5719, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,2.37782,3.418196,-1.563788,0.2227216,-1.571676,2.004571,-2.346208,0.233017,0,
127, 0, 0, 128.2762, 133.3073, 386.7688, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,0.828324,2.674153,-0.6574332,0.3459908,0.8712195,2.728388,-0.6481692,0.2961014,0,
128, 0, 0, 132.0555, 137.2273, 375.7829, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,-1.302444,2.23649,0.366604,0.5642849,-0.6568007,2.236141,3.686551,0.5822506,0,
129, 0, 0, 131.4827, 136.7439, 377.4079, N/A,N/A,Basic,Basic,0.55,0.55,0.35,0.35,1.404996,2.891425,-2.07171,0.1736374,0.4444374,2.576452,1.034545,0.3833656,0,
